YEAR,MONTH,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION
1172,,38,15,ISLAND OF SICILY,ITALY,Probable Tsunami,,,,,Many (~101 to 1000 people)
1783,2,38.217,15.633,MESSINA STRAITS,ITALY,Definite Tsunami,5.9,6,,Moderate (~$1 to $5 million),Very Many (~1001 or more people)
1820,12,37.75,21.25,ISLAND OF ZAKYNTHOS,GREECE,Questionable Tsunami,6.9,,3,Limited (<$1 million),Few (~1 to 50 people)
1822,8,36,36,ANTIOCHIA,TURKEY,Questionable Tsunami,7.1,,3,Extreme (~$25 million or more),Very Many (~1001 or more people)
1846,8,43.4,10.6,LIVORNO,ITALY,Probable Tsunami,6.1,5,3,Severe (~>$5 to $24 million),Some (~51 to 100 people)
1934,11,18.5,-105.5,MEXICO,MEXICO,Definite Tsunami,7,5,,,
1951,10,23.8,121.7,TAIWAN,TAIWAN,Definite Tsunami,7.3,21,,Severe (~>$5 to $24 million),Some (~51 to 100 people)
1967,7,10.6,-67.3,CARACAS,VENEZUELA,Definite Tsunami,6.5,10,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1968,9,41.8,32.3,BLACK SEA,TURKEY,Definite Tsunami,6.6,38,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1973,3,13.4,122.8,QUEZON,PHILIPPINES,Definite Tsunami,7.5,33,,Limited (<$1 million),Few (~1 to 50 people)
2007,9,-4.438,101.367,SUMATRA,INDONESIA,Definite Tsunami,8.4,34,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2007,9,-49.418,163.954,AUCKLAND ISLANDS,NEW ZEALAND,Definite Tsunami,7.4,10,,,
2007,11,-22.247,-69.89,NORTHERN CHILE,CHILE,Definite Tsunami,7.7,40,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1970,3,57.5,-153.9,"ANDREANOF ISLANDS, AK",USA,Definite Tsunami,6,29,,Limited (<$1 million),
1714,8,21.85,95.967,AVA (INNWA),MYANMAR (BURMA),Event that only caused a seiche or disturbance in an inland river,,,,,
1884,1,-16,179,MACUATA,FIJI,Very Doubtful Tsunami,,,,Limited (<$1 million),
1831,7,37.05,12.3,SCIACCA,ITALY,Questionable Tsunami,,,1,,
1826,3,43.8,13,SENIGALLIA,ITALY,Questionable Tsunami,,,3,,
1823,3,38.3,14.8,PALERMO,ITALY,Questionable Tsunami,,,5,,
1822,4,37.45,14.25,CALABRIAN ARC,ITALY,Very Doubtful Tsunami,,,,,
1828,10,44.8,9.2,GENOA,ITALY,Questionable Tsunami,,,3,,
1838,8,45.3,14.5,RIJEKA,CROATIA,Questionable Tsunami,,,3,,
1999,9,-10.52,-138.67,FATU HIVA,FRENCH POLYNESIA,Definite Tsunami,,,,Limited (<$1 million),
1846,8,43.5,10.5,TUSCANY,ITALY,Probable Tsunami,,,4,,
1836,4,39.6,16.6,ROSSANO,ITALY,Probable Tsunami,,,4,,Many (~101 to 1000 people)
1819,1,43.7,8,GENOA,ITALY,Questionable Tsunami,,,3,,
1845,6,36.4,13.44,ISLAND OF SICILY,ITALY,Very Doubtful Tsunami,,,,,
1832,3,39,17,CUTRO,ITALY,Questionable Tsunami,,,3,,Many (~101 to 1000 people)
1846,12,43.3,10.7,TUSCANY,ITALY,Questionable Tsunami,,,3,,
1969,4,59.4,13.5,NORSALV RIVER,SWEDEN,Event that only caused a seiche or disturbance in an inland river,,,,,
2007,12,49.475,-121.847,"CHEHALIS LAKE, CHILLIWACK",CANADA,Definite Tsunami,,,,Limited (<$1 million),
1831,5,43.8,7.8,SAN REMO,ITALY,Questionable Tsunami,,,3,,
1856,8,37.1,5.7,SEA OF ALBORAN,ALGERIA,Probable Tsunami,,,4,Limited (<$1 million),
1851,7,43.75,10.3,LIGURIAN SEA,ITALY,Very Doubtful Tsunami,4.1,,2,,
800,,36.2,23.2,IONIAN SEA,GREECE,Very Doubtful Tsunami,,,,,
1863,3,36.5,28,AEGEAN SEA,GREECE,Very Doubtful Tsunami,,,,,
1887,2,43.7,8.1,LIGURIAN SEA,ITALY,Probable Tsunami,,,3,,
552,5,38.4,22.4,MALIAKOS GULF,GREECE,Probable Tsunami,7.2,,,,
1870,7,43.03,16.15,ADRIATIC SEA,CROATIA,Questionable Tsunami,,,3,,
1862,1,38.25,22.25,IONIAN SEA,GREECE,Probable Tsunami,,,2,Limited (<$1 million),
1681,2,35.6,24,CRETE,GREECE,Very Doubtful Tsunami,,,,,
1881,12,38.4,21.4,AETOLIKO LAGOON,GREECE,Questionable Tsunami,,,3,,
986,10,40.8,29.2,MARMARA SEA,TURKEY,Probable Tsunami,7.5,,4,,
1754,9,40.6,30,MARMARA SEA,TURKEY,Questionable Tsunami,7.2,,,,
1859,8,40,26,IMROZ - AEGEAN SEA,TURKEY,Probable Tsunami,6.8,,3,,
1858,2,37.9,22.9,GULF OF CORINTH,GREECE,Very Doubtful Tsunami,6.5,,,,
1889,12,42.05,15.5,GARGANO PENINSULA,ITALY,Very Doubtful Tsunami,,,,,
1905,1,39.66,22.83,AEGEAN SEA,GREECE,Questionable Tsunami,6.3,,,,
1867,2,38.39,20.52,IONIAN SEA,GREECE,Probable Tsunami,7.4,,2,,
1880,4,37.27,14.68,CALIBRIAN ARC,ITALY,Very Doubtful Tsunami,,,,,
1868,5,45.7,10.7,LAKE GARDA,ITALY,Probable Tsunami,,,,,
1794,6,38.3,22.3,CORINTH GULF,GREECE,Probable Tsunami,5.5,,,,
1912,1,38.12,20.67,IONIAN SEA,GREECE,Questionable Tsunami,6.8,,,,
1922,8,37.5,23.2,AEGEAN SEA,GREECE,Questionable Tsunami,5.6,,,,
1270,3,41.3,19.5,IONIAN SEA,GREECE,Probable Tsunami,,,3,,
1926,8,36.5,23.3,ARGOLIKOS GULF,GREECE,Probable Tsunami,7.2,,,,
1875,3,44.2,12.4,ADRIATIC SEA,ITALY,Definite Tsunami,,,4,,
1898,6,37.6,22.5,"PELOPONNESUS, GREECE",GREECE,Probable Tsunami,7,,,,
1888,9,38.2,22.1,GULF OF CORINTH,GREECE,Definite Tsunami,6.1,,,,
1772,11,38.8,26.7,AEGEAN SEA,GREECE,Probable Tsunami,,,,,
1437,11,40,26.1,AEGEAN SEA,GREECE,Very Doubtful Tsunami,,,,,
-226,,38.6,23.3,SOUTH EVIOKOS GULF,GREECE,Very Doubtful Tsunami,,,,,
1659,2,41,27.8,AEGEAN SEA,GREECE,Very Doubtful Tsunami,7.4,,,,
1892,11,40.54,13,TYRRHENIAN SEA,ITALY,Very Doubtful Tsunami,,,,,
1343,10,41,28.1,MARMARA SEA,TURKEY,Questionable Tsunami,,,4,,
1954,2,38.789,15.213,STROMBOLI ISLAND,ITALY,Definite Tsunami,,,4,,
1915,1,38.4,20.6,IONIAN SEA,GREECE,Questionable Tsunami,6.6,,,,
1769,,38.4,12.2,CORINTH GULF,GREECE,Probable Tsunami,6.5,,,,
1906,4,40.821,14.426,TYRRHENIAN SEA,ITALY,Questionable Tsunami,,,3,,
1854,12,43.8,7.9,LIGURIAN SEA,FRANCE,Questionable Tsunami,,,,Moderate (~$1 to $5 million),
346,,41.4,19.4,ADRIATIC SEA,ALBANIA,Very Doubtful Tsunami,6.8,,,Moderate (~$1 to $5 million),
258,,41.9,12.45,TYRRHENIAN SEA,ITALY,Event that only caused a seiche or disturbance in an inland river,,,4,Severe (~>$5 to $24 million),
1231,3,41,28.6,MARMARA SEA,TURKEY,Questionable Tsunami,6.9,,3,Limited (<$1 million),
1905,,37.3,9.9,BALEARIC SEA,TUNISIA,Questionable Tsunami,,,3,,
-223,10,38.809,22.784,MALIAKOS GULF,GREECE,Very Doubtful Tsunami,,,,,
-480,9,37.9,23.5,SARONIC GULF,GREECE,Very Doubtful Tsunami,,,,,
368,,40.5,29.6,MARMARA SEA,TURKEY,Questionable Tsunami,6.4,,,,
1881,4,38.2,26.2,"CHIOS ISLAND, AEGEAN ISLANDS",GREECE,Very Doubtful Tsunami,,,,,
1857,5,36.5,1.3,SEA OF ALBORAN,ALGERIA,Questionable Tsunami,,,,,
1856,8,37.1,5.7,SEA OF ALBORAN,ALGERIA,Probable Tsunami,,,4,,Few (~1 to 50 people)
1868,9,37.6,15.133,CALABRIAN ARC,ITALY,Questionable Tsunami,,,,,
2000,7,33.901,139.376,HONSHU: S COAST,JAPAN,Definite Tsunami,6.5,10,,Limited (<$1 million),
1973,6,43.2,146.6,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,6.6,,,,
2008,4,-20.071,168.892,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,7.3,35,,,
-198,,36.404,25.396,THERA ISLAND (SANTORINI),GREECE,Very Doubtful Tsunami,,,,,
1870,10,39.28,16.28,TYRRHENIAN SEA,ITALY,Probable Tsunami,,,,,
1914,1,43.5,10.2,LIGURIAN SEA,ITALY,Very Doubtful Tsunami,,,2,,
1903,5,38.1,13.4,CALABRIAN ARC,ITALY,Very Doubtful Tsunami,,,2,,
1896,10,43.7,8.1,LIGURIAN SEA,ITALY,Very Doubtful Tsunami,,,2,,
1895,11,41.7,12.2,TYRRHENIAN SEA,ITALY,Very Doubtful Tsunami,,,3,,
1949,2,38.2,20,WEST COAST OF GREECE,GREECE,Very Doubtful Tsunami,,15,,,
1939,1,38.5,14.7,CALABRIAN ARC,ITALY,Very Doubtful Tsunami,,15,2,,
1928,4,38,23.5,AEGEAN SEA,GREECE,Questionable Tsunami,5,,3,,
1940,1,38.067,13.467,NORTHERN SICILY,ITALY,Questionable Tsunami,5.1,15,3,,
1941,3,38.3,12.2,CALABRIAN ARC,ITALY,Questionable Tsunami,,,2,,
1956,7,36.8,25.5,"AMORGOS ISLAND, AEGEAN ISLANDS",GREECE,Probable Tsunami,6.8,,,,
1962,5,39.8,25,NORTH AEGEAN SEA,GREECE,Very Doubtful Tsunami,4.5,,,,
2008,2,-2.486,99.972,SUMATRA,INDONESIA,Definite Tsunami,6.5,25,,Limited (<$1 million),
2000,7,34.319,139.26,HONSHU: S COAST,JAPAN,Definite Tsunami,6.1,10,,Limited (<$1 million),
1986,11,23.901,121.574,TAIWAN,TAIWAN,Definite Tsunami,7.8,34,,Limited (<$1 million),Few (~1 to 50 people)
1955,4,39.4,23.1,VOLOS GULF,GREECE,Probable Tsunami,6.2,,,Extreme (~$25 million or more),Few (~1 to 50 people)
1954,9,36.283,1.467,SEA OF ALBORAN,ALGERIA,Definite Tsunami,6.7,,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1953,9,35,32.5,LEVANTIAN SEA,CYPRUS,Probable Tsunami,6.5,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1953,8,38.3,20.8,IONIAN SEA,GREECE,Questionable Tsunami,7.2,,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1951,8,13,-87.5,COSIGUINA VOLCANO,NICARAGUA,Very Doubtful Tsunami,6,100,,Severe (~>$5 to $24 million),
1926,8,38.567,14.833,AEOLIAN ISLANDS,ITALY,Questionable Tsunami,5.3,100,3,,
1911,2,40.9,20.8,OCHRIDA LAKE,ALBANIA,Probable Tsunami,6.7,,,,
1907,10,38.133,16.017,IONIAN CALABRIA,ITALY,Definite Tsunami,5.9,,3,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1905,9,38.67,16.07,TYRRHENIAN CALABRIA,ITALY,Definite Tsunami,7.1,15,4,Extreme (~$25 million or more),Many (~101 to 1000 people)
1894,11,38.3,15.9,CALABRIAN ARC,ITALY,Questionable Tsunami,,,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1891,1,36.5,1.8,SEA OF ALBORAN,ALGERIA,Probable Tsunami,,,,,
1881,4,38.2,26.2,"CHIOS ISLAND, AEGEAN ISLANDS",GREECE,Probable Tsunami,6.5,,2,,
1870,8,38.5,22.5,IONIAN SEA,GREECE,Very Doubtful Tsunami,7,,4,Moderate (~$1 to $5 million),Some (~51 to 100 people)
1867,3,46,8.7,LAKE MAGGIORE,ITALY,Event that only caused a seiche or disturbance in an inland river,,,,Limited (<$1 million),Few (~1 to 50 people)
963,7,38,15,SICILY,ITALY,Probable Tsunami,,,5,,Very Many (~1001 or more people)
123,,35.8,129.2,SEA OF JAPAN,SOUTH KOREA,Event that only caused a seiche or disturbance in an inland river,6.3,,,Limited (<$1 million),
2000,11,70.25,-52.75,"PAATUUT, GREENLAND",GREENLAND,Definite Tsunami,,,,Limited (<$1 million),
1919,4,3.138,125.491,SULAWESI,INDONESIA,Very Doubtful Tsunami,,,,Limited (<$1 million),
1908,9,48.958,-62.133,GULF OF SAINT LAWRENCE,CANADA,Questionable Tsunami,,,,,
1914,5,48.958,-62.133,GULF OF SAINT LAWRENCE,CANADA,Questionable Tsunami,,,,,
1858,6,51.03,1.61,"DOVER STRAITS, ENGLAND",UK,Questionable Tsunami,,,,,
1918,8,26.9,103,YUNNAN PROVINCE,CHINA,Event that only caused a seiche or disturbance in an inland river,5.5,,,Limited (<$1 million),
1710,4,27.8,111.6,HUNAN PROVINCE,CHINA,Event that only caused a seiche or disturbance in an inland river,5.5,,,,
1531,1,30.7,117.5,JIANGSU PROVINCE,CHINA,Event that only caused a seiche or disturbance in an inland river,4.8,,,Limited (<$1 million),
1958,2,31.5,105,SICHUAN PROVINCE,CHINA,Event that only caused a seiche or disturbance in an inland river,6.2,,,,
1955,9,26.6,101.8,"JINSHA RIVER, YUNNAN PROVINCE",CHINA,Event that only caused a seiche or disturbance in an inland river,6.8,10,,,
1951,12,26.7,100,CHINA: GANSU AND SHANXI PROVINCES,CHINA,Event that only caused a seiche or disturbance in an inland river,6.3,,,,
1935,12,28.7,103.6,SICHUAN PROVINCE,CHINA,Event that only caused a seiche or disturbance in an inland river,6,,,Moderate (~$1 to $5 million),Some (~51 to 100 people)
1930,1,32.2,119.4,JIANGSU PROVINCE,CHINA,Event that only caused a seiche or disturbance in an inland river,5.5,,,Limited (<$1 million),
1855,,29.2,108.1,SICHUAN PROVINCE,CHINA,Event that only caused a seiche or disturbance in an inland river,4.8,,,,
2008,7,37.552,142.214,OFF EAST COAST OF HONSHU ISLAND,JAPAN,Definite Tsunami,6.9,22,,,
1634,3,30.7,115.1,HUBEI PROVINCE,CHINA,Event that only caused a seiche or disturbance in an inland river,5.5,,,Limited (<$1 million),
1764,12,38.7,-9.2,LISBON,PORTUGAL,Questionable Tsunami,,,,,
1812,6,43.3,5.366,MARSEILLES,FRANCE,Questionable Tsunami,,,,,
1921,8,40.13,124.38,"XIAOSI, DANDONG, LIAONING",CHINA,Probable Tsunami,,,,Limited (<$1 million),
1920,12,36.7,104.9,CHINA: GANSU AND SHANXI PROVINCES,CHINA,Event that only caused a seiche or disturbance in an inland river,7.8,17,,,
1906,11,6.5,0.3,GOLD COAST,GHANA,Probable Tsunami,5,,,Moderate (~$1 to $5 million),
1895,7,39.5,53.7,CASPIAN SEA,TURKMENISTAN,Questionable Tsunami,8.2,30,,Severe (~>$5 to $24 million),
1890,7,36.6,54.6,CASPIAN SEA,IRAN,Probable Tsunami,7.2,10,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1888,6,38.5,119,BOHAI GULF,CHINA,Event that only caused a seiche or disturbance in an inland river,7.5,,,Severe (~>$5 to $24 million),
1862,7,7,0.4,GOLD COAST,GHANA,Questionable Tsunami,6.5,,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1833,9,25.2,103,YUNNAN PROVINCE,CHINA,Event that only caused a seiche or disturbance in an inland river,8,,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1792,8,23.6,120.5,TAINAN,TAIWAN,Questionable Tsunami,6,,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1608,4,36.4,50.5,CASPIAN SEA,IRAN,Probable Tsunami,7.6,,,Severe (~>$5 to $24 million),
1604,12,25,119.5,SOUTH CHINA SEA,CHINA,Very Doubtful Tsunami,8,,,Severe (~>$5 to $24 million),
1408,12,36.2,36.1,ANTIOCH,TURKEY,Questionable Tsunami,,,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1402,,35,37,SYRIA,SYRIA,Questionable Tsunami,,,,,
1934,4,62.27,7.4,TAFJORD,NORWAY,Definite Tsunami,,,,,Few (~1 to 50 people)
1905,1,61.866,6.85,LOEN,NORWAY,Event that only caused a seiche or disturbance in an inland river,,,,Moderate (~$1 to $5 million),Some (~51 to 100 people)
1936,9,61.87,6.851,LOEN,NORWAY,Definite Tsunami,,,,Limited (<$1 million),Some (~51 to 100 people)
1008,4,27.665,52.348,PERSIAN GULF,IRAN,Questionable Tsunami,6.5,,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1820,,-4.5,11.6,GOLD COAST,CONGO,Questionable Tsunami,6.2,,,Limited (<$1 million),Many (~101 to 1000 people)
1721,,23,120.2,TAINAN,TAIWAN,Very Doubtful Tsunami,,,,Extreme (~$25 million or more),Very Many (~1001 or more people)
2008,8,-28.5,13.2,SOUTHERN ATLANTIC OCEAN,SOUTH AFRICA,Probable Tsunami,,,,Limited (<$1 million),
2008,10,43.8,-69.7,MAINE,USA,Probable Tsunami,,,,Limited (<$1 million),
1930,11,-4.05,39.667,MOMBASA,KENYA,Probable Tsunami,,,,,
1938,1,-1.408,29.2,NYAMURAGIRA,CONGO,Event that only caused a seiche or disturbance in an inland river,,,,,
1879,7,29,33,GULF OF SUEZ,EGYPT,Probable Tsunami,5.9,,,,
2008,4,-19.941,168.953,VANUATU ISLANDS,VANUATU,Very Doubtful Tsunami,6.4,32,,,
1969,3,27.7,34,GULF OF SUEZ,EGYPT,Probable Tsunami,7,,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2003,5,36.939,3.578,ALGIERS,ALGERIA,Definite Tsunami,5.7,8,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1878,2,-12,-77,CENTRAL PERU,PERU,Very Doubtful Tsunami,,,,,
1884,7,15.7,39.6,OFFSHORE MASSAWA,ERITREA,Definite Tsunami,6.2,,,Moderate (~$1 to $5 million),
2006,12,21.799,120.547,TAIWAN,CHINA,Definite Tsunami,7,10,,Limited (<$1 million),Few (~1 to 50 people)
1857,1,4.9,31.7,NILE RIVER,SUDAN,Event that only caused a seiche or disturbance in an inland river,,,,Limited (<$1 million),
1810,2,35.5,25,CRETE,GREECE,Event that only caused a seiche or disturbance in an inland river,,,,,
1930,2,36,-3,OFF SOUTHERN COAST,SPAIN,Questionable Tsunami,,,,,
2007,9,-11.61,165.762,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.2,35,,,
2007,12,-25.996,-177.514,KERMADEC ISLANDS,KERMADEC ISLANDS,Definite Tsunami,7.8,153,,,
2008,9,41.892,143.754,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,6.8,25,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1933,5,6.9,0.6,GOLD COAST,TOGO,Probable Tsunami,,,,,
2008,5,31.002,103.322,SICHUAN PROVINCE,CHINA,Event that only caused a seiche or disturbance in an inland river,7.9,19,,Extreme (~$25 million or more),Very Many (~1001 or more people)
2008,8,52.18,-175.5,"KASATOCHI VOLCANO, ALEUTIAN IS, AK",USA,Definite Tsunami,,,,,
2008,11,1.271,122.091,SULAWESI,INDONESIA,Definite Tsunami,7.3,30,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
555,8,41,29.5,THRACE,GREECE,Questionable Tsunami,,,,,
558,,37.1,27.7,DODECANESE ISLANDS,GREECE,Definite Tsunami,7,,6,,
1928,5,39.6,29.1,NORTH AEGEAN,GREECE,Very Doubtful Tsunami,6.2,,,,
1851,2,36.5,28.7,DODECANESE ISLANDS,GREECE,Questionable Tsunami,7.2,,,,
1916,8,43.967,12.667,CENTRAL ADRIATIC,ITALY,Definite Tsunami,5.9,,2,,
1582,1,-16.6,-71.6,S. PERU,PERU,Very Doubtful Tsunami,8.2,30,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1587,7,-5.3,-80.5,,PERU,Very Doubtful Tsunami,,,,Moderate (~$1 to $5 million),
1655,11,-12.3,-77.6,CENTRAL PERU,PERU,Very Doubtful Tsunami,7.7,,,Moderate (~$1 to $5 million),
1693,1,37.333,15.167,EASTERN SICILY,ITALY,Questionable Tsunami,6,,2,Extreme (~$25 million or more),Very Many (~1001 or more people)
1750,10,42.1,24.8,MARITZA RIVER,BULGARIA,Event that only caused a seiche or disturbance in an inland river,,,,Severe (~>$5 to $24 million),
1784,5,-16.5,-72,S. PERU,PERU,Questionable Tsunami,8,,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1796,11,16,119.5,LUZON ISLAND,PHILIPPINES,Event that only caused a seiche or disturbance in an inland river,,,,,
1905,10,42,42,CAUCASUS,GEORGIA,Very Doubtful Tsunami,7.5,60,,,
1941,11,37.417,-18.983,AZORES GIBRALTAR FRACTURE ZONE,ATLANTIC OCEAN,Definite Tsunami,8.3,,2,,
1629,3,36,25,CRETE,GREECE,Probable Tsunami,7,70,3,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
2009,1,-0.414,132.885,NEAR NORTH COAST,INDONESIA,Definite Tsunami,7.6,17,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2009,1,-0.691,133.305,NEAR NORTH COAST,INDONESIA,Probable Tsunami,7.3,23,,,
1783,2,38.583,16.2,TYRRHENIAN CALABRIA,ITALY,Very Doubtful Tsunami,6.6,,,Severe (~>$5 to $24 million),
2009,1,46.857,155.154,KAMCHATKA,RUSSIA,Definite Tsunami,7.4,36,,,
2009,2,3.884,126.397,CELEBES SEA,INDONESIA,Definite Tsunami,7.2,22,,Moderate (~$1 to $5 million),
-58,,41.3,19.5,ALBANIA,ALBANIA,Questionable Tsunami,6.6,,3,,
-50,,43,41,BLACK SEA,GEORGIA,Very Doubtful Tsunami,5.5,,,Moderate (~$1 to $5 million),
1901,3,43.4,28.5,BLACK SEA,BULGARIA,Very Doubtful Tsunami,7.2,,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
-50,,43.5,28.5,BLACK SEA,BULGARIA,Questionable Tsunami,,,,Moderate (~$1 to $5 million),
1524,,17,73.2,DABUL (DABHEL),INDIA,Questionable Tsunami,,,,,
1968,4,44.08,8,LIGURIA-COTE D'AZUR,ITALY,Definite Tsunami,4.6,7,2,,
1783,3,38.25,15.717,MESSINA STRAITS,ITALY,Definite Tsunami,,,,,Few (~1 to 50 people)
1522,9,36.97,-2.66,ALBORAN SEA,SPAIN,Probable Tsunami,,,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1810,,69.433,20.15,NORTHERN NORWAY,NORWAY,Definite Tsunami,,,6,,
2007,5,43,29,BLACK SEA,BULGARIA,Questionable Tsunami,,,,Limited (<$1 million),
1998,3,61.183,5.267,WESTERN NORWAY,NORWAY,Definite Tsunami,,,4,Moderate (~$1 to $5 million),
1927,1,59,3,WESTERN NORWAY,NORWAY,Questionable Tsunami,5.1,,,,
1908,5,44,34,CRIMEA,UKRAINE,Event that only caused a seiche or disturbance in an inland river,6.5,,,,
1755,11,37,-10,SW PORTUGAL,PORTUGAL,Event that only caused a seiche or disturbance in an inland river,,,,,
1867,5,58.667,6.167,WESTERN NORWAY,NORWAY,Definite Tsunami,,,3,,
1755,12,37,-10,SW PORTUGAL,PORTUGAL,Questionable Tsunami,,,,,
1959,5,69.817,20.917,NORTHERN NORWAY,NORWAY,Definite Tsunami,,,4,Limited (<$1 million),Few (~1 to 50 people)
1944,8,38.789,15.213,STROMBOLI ISLAND,ITALY,Definite Tsunami,,,4,Limited (<$1 million),
1756,2,62.767,7.9,WESTERN NORWAY,NORWAY,Definite Tsunami,,,6,,
1930,5,63.317,9.85,MID-NORWAY,NORWAY,Definite Tsunami,,,3,Limited (<$1 million),
1880,4,62.083,7.117,WESTERN NORWAY,NORWAY,Probable Tsunami,,,3,,
1979,10,65.117,12.333,NORTHERN NORWAY,NORWAY,Definite Tsunami,,,3,Limited (<$1 million),
1731,1,62.333,6.967,WESTERN NORWAY,NORWAY,Definite Tsunami,,,6,,
1919,12,44,33,CRIMEA,UKRAINE,Very Doubtful Tsunami,,,,,
1950,10,63.433,10.383,MID-NORWAY,NORWAY,Event that only caused a seiche or disturbance in an inland river,,,,,
1940,8,65.883,13.167,NORTHERN NORWAY,NORWAY,Definite Tsunami,,,2,Moderate (~$1 to $5 million),
1983,8,61.233,7.717,WESTERN NORWAY,NORWAY,Definite Tsunami,,,4,Limited (<$1 million),
1938,3,62.333,6.967,WESTERN NORWAY,NORWAY,Definite Tsunami,,,2,,
1680,10,36.5,-3.6,ALBORAN SEA,SPAIN,Definite Tsunami,,,3,,
881,6,36,-8,CADIZ,SPAIN,Event that only caused a seiche or disturbance in an inland river,,,,,
1952,1,64.883,12.417,MID-NORWAY,NORWAY,Definite Tsunami,,,2,,
1966,5,59.6,10.633,EASTERN NORWAY,NORWAY,Definite Tsunami,,,3,,
1987,2,62.2,6.65,WESTERN NORWAY,NORWAY,Definite Tsunami,,,2,,
1112,6,40.85,14.25,CAMPANIA,ITALY,Questionable Tsunami,,,2,,
1994,4,61.267,6.583,WESTERN NORWAY,NORWAY,Definite Tsunami,,,4,Limited (<$1 million),
1804,1,36.833,-2.833,ALBORAN SEA,SPAIN,Definite Tsunami,,,2,,
1931,6,54,1.067,"DOGGER BANK, ENGLAND",UK,Questionable Tsunami,6,70,,,
1893,6,6.9,125.8,AGUSAN RIVER,PHILIPPINES,Event that only caused a seiche or disturbance in an inland river,,,,Moderate (~$1 to $5 million),
1930,10,43.667,13.267,CENTRAL ADRIATIC,ITALY,Definite Tsunami,5.9,,4,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1939,5,37.053,-24.427,AZORES,PORTUGAL,Definite Tsunami,6.5,16,1,,
1980,1,38.727,-27.75,AZORES,PORTUGAL,Definite Tsunami,6.9,13,1,Moderate (~$1 to $5 million),Some (~51 to 100 people)
2009,3,-23.046,-174.659,TONGA,TONGA,Definite Tsunami,7.6,34,,,
1978,8,36.37,-6.98,CADIZ,SPAIN,Definite Tsunami,4.4,30,1,,
-210,,36,-10.5,GULF OF CADIZ,PORTUGAL,Very Doubtful Tsunami,,,,,
-60,,36,-10,CABO SAN VICENTE,PORTUGAL,Very Doubtful Tsunami,6.7,,,Severe (~>$5 to $24 million),
382,,36,-10.83,CABO SAN VICENTE,PORTUGAL,Very Doubtful Tsunami,,,,,
450,1,40.4,28.4,MARMARA SEA,TURKEY,Very Doubtful Tsunami,7,,,,
1963,9,40.75,29,MARMARA SEA,TURKEY,Definite Tsunami,6.1,,3,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1821,5,-15.95,-5.7,ST HELENA,UK TERRITORY,Questionable Tsunami,,,,Limited (<$1 million),Few (~1 to 50 people)
1888,4,63.433,10.383,MID-NORWAY,NORWAY,Definite Tsunami,,,3,Limited (<$1 million),Few (~1 to 50 people)
1930,9,38.789,15.213,STROMBOLI ISLAND,ITALY,Definite Tsunami,,,3,Moderate (~$1 to $5 million),Few (~1 to 50 people)
115,12,36.1,36.1,ANTAKYA (ANTIOCH),TURKEY,Questionable Tsunami,7.5,,,,
2009,10,-13.006,166.51,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.6,45,,,
2009,5,16.72,-86.236,OFF COAST OF HONDURAS,HONDURAS,Definite Tsunami,7.3,10,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2009,9,-0.72,99.867,SUMATRA,INDONESIA,Definite Tsunami,7.5,81,,Extreme (~$25 million or more),Very Many (~1001 or more people)
2009,8,-1.479,99.49,SUMATRA,INDONESIA,Definite Tsunami,6.7,20,,,
