Year,Entity,Number of people affected from drought,Number of people left homeless from drought,Reconstruction costs from drought,Insured damages against drought,Total economic damages from drought,Number of people left homeless from earthquakes,Number of total people affected by earthquakes,Reconstruction costs from earthquakes,Insured damages against earthquakes,Total economic damages from earthquakes,Number of people affected by volcanic activity,Number of people left homeless from volcanic activity,Number of total people affected by volcanic activity,Reconstruction costs from volcanic activity,Insured damages against volcanic activity,Total economic damages from volcanic activity,Number of people left homeless from floods,Number of total people affected by floods,Reconstruction costs from floods,Insured damages against floods,Total economic damages from floods,"Number of people affected by mass movements per 100,000",Number of people left homeless from storms,Number of total people affected by storms,Reconstruction costs from storms,Insured damages against storms,Total economic damages from storms,Number of people left homeless from landslides,Number of total people affected by landslides,Reconstruction costs from landslides,Insured damages against landslides,Total economic damages from landslides,Number of people left homeless from wildfires,Number of total people affected by wildfires,Reconstruction costs from wildfires,Insured damages against wildfires,Total economic damages from wildfires,Total economic damages from disasters as a share of GDP,Total economic damages from drought as a share of GDP,Total economic damages from earthquakes as a share of GDP,Total economic damages from extreme temperatures as a share of GDP,Total economic damages from floods as a share of GDP,Total economic damages from landslides as a share of GDP,Total economic damages from storms as a share of GDP,Total economic damages from volcanic activity as a share of GDP
1960,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.3,0,0,1770,0,0,0,0,0,0,0,0,0,0,0.542278009,0,0,0,0,0,0.542278009,0
1970,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,0,2200,70040,0,0,0,0,0,0,0,0,0,0,1.390925991,0,0,0,0,0,1.390925991,0
2000,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,0,24500,185000,0,0,0,0,0,0,0,0,0,0,2.07237763,0,0,0,0,0,2.07237763,0
2010,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1500,4500,0,0,3165,0,6139.8,413200,0,0,0,0,0,0,0,0,0,0,3.167653432,0,0,0,0.042579766,0,3.125073666,0
1900,Bangladesh,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Bangladesh,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Bangladesh,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,2500,2500,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Bangladesh,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Bangladesh,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Bangladesh,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87872.4,1738961.6,0,0,20540,0,532394.3,1887661.1,0,0,15207.9,0,0,0,0,0,0,0,0,0,0,0.540750001,0,0,0,0.277282363,0,0.263467638,0
1970,Bangladesh,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,5261365,0,0,60420,0,1000,373416,0,0,13660.1,0,0,0,0,0,0,0,0,0,0,0.638782494,0,0,0,0.490698823,0,0.148083671,0
1980,Bangladesh,2500000,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,42500,12326800,0,0,334450,0,265500,1727586,0,0,6620,0,0,0,0,0,0,0,0,0,0,1.350009359,0,0,0,1.321937545,0,0.028071814,0
1990,Bangladesh,0,0,0,0,0,1500,1540,0,0,0,0,0,0,0,0,0,90400,5816566.3,0,0,507030,0,184200,2365796.5,0,8000,270750,0,0,0,0,0,0,0,0,0,0,1.882757846,0,0,0,1.059158169,0,0.823599677,0
2000,Bangladesh,0,0,0,0,0,0,352.5,0,0,50000,0,0,0,0,0,0,4763.8,5864975.3,0,0,281400,0,11262.5,1328284,0,0,257000,0,5,0,0,0,0,0,0,0,0,0.837946245,0,0.076794836,0,0.445902714,0,0.315248695,0
2010,Bangladesh,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,930,2975640.7,0,0,105300,0,18870,940479.7,0,0,66978.5,0,15443.6,0,0,0,0,0,0,0,0,0.076586216,0,0,0,0.045707662,0,0.030878554,0
1950,Barbados,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,523,523.7,0,0,10150,0,0,0,0,0,0,0,0,0,0,0.60154498,0,0,0,0,0,0.60154498,0
1990,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Barbados,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,288,0,0,520,0,0,0,0,0,0,0,0,0,0,0.015159706,0,0,0,0,0,0.015159706,0
2010,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,10438,0,30,2139,15000,0,3300,0,0,0,0,0,0,0,0,0,0,0.026993669,0,0,0,0.003604088,0,0.023389581,0
2000,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0.025993998,0,0,0.023785391,0,0,0.002208607,0
2010,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,Belgium,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Belgium,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Belgium,0,0,,,,0,0,,,,0,0,0,,,,0,600,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Belgium,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Belgium,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Belgium,0,0,,,,0,0,,,,0,0,0,,,,0,35,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Belgium,0,0,0,0,0,0,103,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005734982,0,0.005734982,0,0,0,0,0
1990,Belgium,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,87.5,0,100,2700,0,0,170.5,0,73000,113098.6,0,0,0,0,0,0,0,0,0,0,0.058577014,0,0.00425927,0,0.001143296,0,0.053174448,0
2000,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0.2,0,28000,45500,0,0,0,0,0,0,0,0,0,0,0.009762305,0,0,0,0,0,0.009762305,0
2010,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,23814.6,0,0,7.1,0,8000,25900,0,0,0,0,0,0,0,0,0,0,0.010172497,0,0,0,0.004951554,0,0.005220943,0
1930,Belize,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Belize,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Belize,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,20.0237811,0,0,0,0,0,20.0237811,0
1970,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,7600,0,0,1000,0,0,0,0,0,0,0,0,0,0,0.82774084,0,0,0,0,0,0.82774084,0
1980,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,270,0,0,6000,0,0,5,0,0,0,0,0,0,0,0,0,0,0.116771617,0,0,0.054600194,0.061445881,0,0.000725542,0
2000,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,0,0,969.7,0,0,11257,0,0,54230.7,0,0,0,0,0,0,0,0,0,0,6.402076907,0,0,0,0.071758475,0,6.330318432,0
2010,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,1035.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,Benin,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,300,720,0,0,0,0.005994705,0,0,0,0.005994705,0,0,0
1980,Benin,210000,0,0,0,65.1,0,0,0,0,0,0,0,0,0,0,0,22600,113900,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050534331,0.004632623,0,0,0.045901709,0,0,0
1990,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5929.5,83419.6,0,0,331.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014872823,0,0,0,0.014872823,0,0,0
2000,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,28877.6,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,92457.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.9,275.9,0,0,0,0,0,0,0,0,0,0,0
1940,Bermuda,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Bermuda,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5350,0,0,0,0,0,0,0,0,0,0,0.417675986,0,0,0,0,0,0.417675986,0
1990,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,30000,0,0,0,0,0,0,0,0,0,0,0.716584757,0,0,0,0,0,0.716584757,0
1990,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,350,0.087660243,0,0,0,0,0,0,0
2000,Bhutan,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Bhutan,0,0,0,0,0,0,2001.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,3280,0,0,371.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045858218,0,0,0,0.045858218,0,0,0
1970,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,28600,0,0,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080978397,0,0,0,0.080978397,0,0,0
1980,Bolivia,308304.9,0,0,0,96560,0,0,0,0,0,0,0,0,0,0,0,5047.5,42847.5,0,0,49840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.728220323,1.7967611,0,0,0.931459223,0,0,0
1990,Bolivia,33316,0,0,0,0,690,1805,0,0,0,0,0,0,0,0,0,4060,23165,0,0,27000,0,0,0,0,0,0,50,16562.3,0,0,40000,280,630,0,0,0,1.151416492,0,0,0,0.442685878,0.708730615,0,0
2000,Bolivia,10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,144103,1000,0,84700,0,0,1874,0,0,0,30,100.1,0,0,0,0,300,0,0,0,0.756603821,0,0,0,0.756603821,0,0,0
2010,Bolivia,111903.5,0,0,0,55000,0,0,0,0,0,300,0,300,0,0,0,0,151892.1,0,0,2250,0,0,0,0,0,0,480,1542.9,0,0,20000,30,3630,0,0,0,0.253248722,0.183474059,0,0,0.009161601,0.060613062,0,0
1990,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Bosnia and Herzegovina,6257.5,0,0,0,29800,0,0,0,0,0,0,0,0,0,0,0,0,29383,0,0,0,0,0,0,0,0,0,0,40.3,0,0,0,0,0,0,0,0,0.454231983,0.454231983,0,0,0,0,0,0
2010,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103626.9,0,0,52358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285897058,0,0,0,0.285897058,0,0,0
1960,Botswana,12000,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150947368,0.150947368,0,0,0,0,0,0
1970,Botswana,8760,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210842882,0.207802756,0,0,0.003040126,0,0,0
1980,Botswana,103730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Botswana,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,14839.2,0,0,500,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008638071,0,0,0,0.008638071,0,0,0
2010,Botswana,3800,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,0,1168.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03051192,0.03051192,0,0,0,0,0,0
1940,Brazil,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Brazil,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178.4,82598.6,0,0,9948.4,0,0,0,0,0,0,0,400000,0,0,2.7,0,0,0,0,0,0.037097572,0,0,0,0.037087595,0.00000998,0,0
1970,Brazil,1500000,0,0,0,230010,0,0,0,0,0,0,0,0,0,0,0,13000,290237.1,0,0,44310,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20912213,0.114564887,0,0.048500917,0.046056325,0,0,0
1980,Brazil,2075000,0,0,0,65100,800,2300,0,0,500,0,0,0,0,0,0,40194.4,878961.3,0,0,364200,0,200,5254.8,0,0,0,0,7804,0,0,0,0,0,0,0,0,0.184538828,0.029200289,0.000186472,0,0.155152067,0,0,0
1990,Brazil,1000000,0,0,0,12200,0,0,0,0,0,0,0,0,0,0,0,11480,31779.3,0,0,3180,0,200,267.6,0,2100,9100,260,977.4,0,0,0,0,1200,0,0,3600,0.012698409,0.00141249,0,0.008510837,0.000727785,0,0.001630497,0
2000,Brazil,200000,0,0,0,165000,0,28.6,0,0,0,0,0,0,0,0,0,28434.5,429117.2,53800,47000,218337,0,579,15776.8,0,300,35000,14450,15050,0,0,23100,0,0,0,0,0,0.04938834,0.024651996,0,0,0.017276463,0.00223067,0.005229211,0
2010,Brazil,3106200,0,0,0,646000,0,0,0,0,0,0,0,0,0,0,0,16220,312627.8,151,5000,307550,0,0,2490.1,0,0,9200,30,30,0,0,0,0,1000219.5,0,0,0,0.039716655,0.026280853,0,0,0.013060746,0,0.000375056,0
1990,British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.004936873,0,0,0,0,0,0,0
1920,Bulgaria,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Bulgaria,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Bulgaria,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Bulgaria,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Bulgaria,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Bulgaria,0,0,0,0,0,300,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,85,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Bulgaria,0,0,0,0,0,0,52.7,0,0,0,0,0,0,0,0,0,0,1327,0,0,45800,0,0,0,0,0,0,0,0,0,0,0,15,17.6,0,0,2005.4,0.167487222,0,0,0.0000377,0.153609638,0,0,0
2010,Bulgaria,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,126,4714.7,0,0,39720,0,0,4,0,7300,54500,0,0,0,0,0,0,0,0,0,0,0.165749876,0,0,0,0.06997116,0,0.095778716,0
1910,Burkina Faso,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Burkina Faso,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Burkina Faso,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Burkina Faso,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Burkina Faso,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Burkina Faso,97500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Burkina Faso,44200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Burkina Faso,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057.2,3539.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Burkina Faso,269629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,6806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5441.2,31514.3,600,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158718447,0,0,0,0.158718447,0,0,0
2010,Burkina Faso,685000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803.2,23045.8,0,0,3117.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026373874,0,0,0,0.026373874,0,0,0
1980,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Burundi,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Burundi,241250,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,4630.5,7528.1,0,0,0,0,1700,1700.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,7126.5,0,0,1500,0,150,155,0,0,0,368,1362.2,0,0,0,0,0,0,0,0,0.049267692,0,0,0,0.049267692,0,0,0
1980,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Cambodia,500000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,27580.5,288937.9,0,0,15200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.363966789,0.358238649,0,0,0.005699099,0,0.000029,0
2000,Cambodia,155000,0,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,664423.5,0,0,17610,0,0,17809.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56561559,0.088701558,0,0,0.476914032,0,0,0
2010,Cambodia,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5795,420479,0,0,109300,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797899131,0,0,0,0.797899131,0,0,0
1970,Cameroon,40000,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012126688,0.012126688,0,0,0,0,0,0
1980,Cameroon,0,0,0,0,0,0,0,0,0,0,1000,0,1043.7,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Cameroon,18690,0,0,0,0,0,0,0,0,0,250,51,301,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277.9,3729.6,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Cameroon,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3498,34877,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068722,0,0,0,0.00068722,0,0,0
1900,Canada,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Canada,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,250,270,,,,0,2.2,,,,20,20,,,,,,,,,,,
1920,Canada,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,1100,1100,,,,,,,,,,,
1930,Canada,2500,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Canada,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Canada,0,0,,,,0,0,,,,0,0,0,,,,0,10700,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Canada,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12850,0,30,34,0,0,250,0,0,0,0,0,0,0,0,0,0,0.149242029,0.141768898,0,0,0.007329316,0,0.000143815,0
